,type,url,review_rating,film_name,no_of_reviewer,sub_links
10,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,100%,Seven Samurai (Shichinin no Samurai) (1956),87,"[{'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/624107', 'language': 'Vietnamese', 'author': 'hoangtubongma'}, {'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/459008', 'language': 'Vietnamese', 'author': 'tieu_tung'}, {'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/288185', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
11,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,93%,Logan (2017),423,[]
12,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,93%,Star Wars: Episode VII - The Force Awakens (2015),443,"[{'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1270003', 'language': 'Vietnamese', 'author': 'vantud'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301679', 'language': 'Vietnamese', 'author': 'vantud'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1301208', 'language': 'Vietnamese', 'author': 'SP3.Subteam'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300368', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1249958', 'language': 'Vietnamese', 'author': 'Pencil.bsp'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1561240', 'language': 'Vietnamese', 'author': 'QuangLeDuy'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300372', 'language': 'Vietnamese', 'author': 'ivy68'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300544', 'language': 'Vietnamese', 'author': 'ivy68'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}, {'sub_link': 'https://subscene.com//subtitles/star-wars-episode-vii-the-force-awakens/vietnamese/1300366', 'language': 'Vietnamese', 'author': 'CGVFont'}]"
13,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,100%,The Adventures of Robin Hood (1938),48,[]
14,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,93%,Incredibles 2 (2018),387,"[{'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1811054', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1873383', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1866973', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1873383', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/incredibles-2/vietnamese/1810915', 'language': 'Vietnamese', 'author': 'DogNoob09'}]"
15,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Toy Story 4 (2019),452,"[{'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}]"
16,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Spider-Man: Into the Spider-Verse (2018),392,"[{'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2126995', 'language': 'Vietnamese', 'author': 'Red Foo'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939817', 'language': 'Vietnamese', 'author': 'Hash30'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1945572', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1940450', 'language': 'Vietnamese', 'author': 'ThePandA'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1940427', 'language': 'Vietnamese', 'author': 'Kkieudungg'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1945572', 'language': 'Vietnamese', 'author': 'Redz'}]"
17,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Inside Out (2015),376,"[{'sub_link': 'https://subscene.com//subtitles/inside-out/vietnamese/516840', 'language': 'Vietnamese', 'author': 'levinh663'}]"
18,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,97%,Coco (2017),352,"[{'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}]"
19,Top 100 Animation Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_animation_movies/,98%,Snow White and the Seven Dwarfs (1937),54,"[{'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/266015', 'language': 'Vietnamese', 'author': 'logop8x'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/263074', 'language': 'Vietnamese', 'author': 'rongcanlc'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/781971', 'language': 'Vietnamese', 'author': 'pazz2211'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/353254', 'language': 'Vietnamese', 'author': 'peterpikelight'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/299123', 'language': 'Vietnamese', 'author': 'ldsy_gli'}, {'sub_link': 'https://subscene.com//subtitles/snow-white-and-the-seven-dwarfs/vietnamese/565683', 'language': 'Vietnamese', 'author': 'Maswor'}]"
